SERPINB6
TADA2L
PCGF2
HDGFRP3
PARP3
NRP2
HDLBP
RPS9
TSEN34
TFPT
CLN5
CES2
ELOF1
PSMA2
TCEB3
SLC22A18
hCG_1999928
BAT3
MSH5
ATP11C
ENAH
MCPH1
NOSIP
CSRP2BP
IGLV3-25
EPPK1
PECAM1
MRPS21
BAHCC1
PDE4DIP
NBPF10
PEX12
SYNM
ZNF100
BCL2L12
ZNF43
TXNRD1
ZNF628
CPB2
ZNF221
GPX4
DCAF13
C12orf45
HMOX2
HAND2
SLC1A3
COL1A2
GNAO1
PTPDC1
CYP2A6
GIMAP1-GIMAP5
SDK1
GPX2
POLR3G
NBL1
GBA3
ZNF714
MAGT1
CTNNBL1
ZNF787
GAGE4
FGF2
ERCC5
PLK2
RYK
HNRNPDL
DAK
PSMB3
SYNJ2BP-COX16
ZNF446
GPX1
MYC
IGHD
ZFP36L2

ARL15
NOTCH2
IGHG1
SELT
LENG9
ARNT2
CHD1
ITSN2
RASIP1
ZNF700
TMC4
CLTC
AOAH
BCL9
RAPGEFL1
DIO1
MLLT6
EPT1
PSMD1
ARHGAP21
IGHV3-72
TBX3
SYN2
TNXB
TAGLN3
SELM
SLC4A1AP
RPL17
GLTSCR1
C10orf11
CACNA1C
IQSEC1
C19orf68
PRODH
RBM15
RSBN1
C7orf49
JPH4
NRN1
TSPAN10
CTDSP2
BCL10
KLF16
RIN3
PRDM11
SEPW1
IQCE
PEG10
KIF3C
RPGRIP1L
ZNF714
SLC16A6
NDUFA10
SLC9A7
MSRB1
RAB44
PEG10
GPR155
ABCA2
POLQ
IGHG3
RPL17
MTSS1L
STARD10
ZNF33B
ZNF761
THSD7A
ZIC2
NEK3
PCSK6
JAGN1
SLC6A6
TMEM106C
ZNF302
FAM21A
APOOL
MAPK8IP3
KCNN3
WNK3
SEZ6L2
TTC25
SRRD
IGLL5
SYNJ2BP-COX16
SAMD11
ZNF852
CGA
SETDB2
RAVER1
UPF3A

ANK3
FAM69A
TMEM120A
TYW1B
HNF1B
HMGN3
ZNF689
IDH3B
DACH1
KCNH7
ZNF343
CADM1
METTL7B
COL4A6
ABO
KIF3A
NEK3
CAPRIN1
SNAP47
CAPN5
CTSH
RIBC2
MAML2
TSC22D1
RBM26
COPE
ASPH
COL15A1
TJP1
SLC4A1AP
FAM13C
CHL1
NOL4L
SELO
KDM6A
GLMP
ACOT2
NOMO1
UNC5C
SSBP2
SRCIN1
FAM49B
BIN2
SEC22B
Sep-15
ARMC9
C16orf72
GPX3
NEB
SOCS7
HUWE1
ACAN
EPPK1
TUBGCP5
PSME2
KIAA1524
HOXD9
SGSM1
ZNF615
KIAA1033
IFIT2
MRPL45
ZSCAN26
HECTD1
PSMC6
ZNF268
NCOR1
KIAA0825
WDR20
PRUNE2
DOCK1
ATRX
ATRX
ZNF638
SCARF2
AAK1
GPS1
AAK1
HMCN2
TRIM39-RPP21
ATRX
CD99
LINC00493
FAM21C
SAA2-SAA4
ATRX
ZNF638
C21orf33
ZNF638
ZNF180
MAP4K5
PHF20L1
CLASRP
WDR83OS
RBP1
SCLY
GALC
GPR161
MBNL1
PPM1K
PTPN9
ZNF33A
MYEF2
CYP4F12
FADS1
RBM10
MPPE1
EPB41L3
MADD
TCF3
KCNQ5
AKAP9
TEAD4
APP
C11orf80
KCNIP3
CDKN2A
GPALPP1
SNX6
ARV1
F5
MTX1
MYO6
ANKRD2
SMARCA1
SAMD8
TAF8
L3MBTL1
FSD1L
USP48
NFKBIL1
MPP2
RRBP1
RGL3
LILRB4
PGBD5
SFXN3
SLC10A3
CAMK2G
MYD88
PGAP2
NCKAP5
EIF4G3
TAF4B
ADCY3
SVEP1
PLEKHB2
BTBD19
WIPF3
CHD1L
PHC2
RASA2
GPSM1
ASPH
NELFE
ATP2C2
WWC3
SLAIN1
TAPBP
IQCA1
ZNF623
PTPRC
MARK3
LIPA
SLC45A1
IVD
WDR36
PRIMPOL
RNF213
STAU2
STAU2
LAMA4
BTAF1
SH2B2
ROR1
ZNF211
HNF1A
SKP2
FAM65A
PCDHB10
RGMA
IGKV2D-28
RNF213
TTN
TNN
CLEC11A
IREB2
ASB3
C15orf38-AP3S2
STON1-GTF2A1L
CBWD5
LOC93432
MACF1
LUC7L2
SOX7
CORO7-PAM16
C10orf32-ASMT
IGHV3-73
PPAN-P2RY11
NAA15
POLR2J3
NMU
FIP1L1
RPL30
C11orf98
B9D1
TMTC2
IFI27L2

TRPV1
PPIAL4C
C21orf33

ORAI1
PIGBOS1
SIK1
ZNF107
LRRC41
FCHO1
CYP51A1
GSTZ1
TM9SF4
ZCCHC11
MFN1
MGLL
TCTN3
CRTAC1
TMEM67
ZBTB34
ZSCAN2
JADE2
DFNB31
SOD2
FBXL15
EMILIN1
SELPLG
STX1A
ARSA
DNMT3A
ZNF780A
ZNF34
PVR
HEPH
SYBU
DDX46
NME6
KLHL13
ABLIM3
CAST
PPA2
PLA2G12A
NUMBL
CHURC1
LYRM5
PITPNC1
FAM220A
KIF18B
ZSCAN5A
ZNF556
NDUFA6
DDOST
GOLGA2
BCAS4
ACD
LAMTOR5
RBP4
NDFIP2
TTC8
POLR2A
LTBP4
EPB41L1
IGKV6-21
TBXAS1
DNAAF3
KRBA1
C6orf203
FAM120B
FAP
RUNX2
RANBP10
GLIS1
MAP4K4

NBEA
PKP4
ADH4
DNM1
UBAP2
CABYR
EPB41L1
CFH
PHF6
SPTAN1
CDKN1C
ZFP41
HLA-F
DIAPH1
GPANK1

TCF19
RPP21
ABHD16A

TRIM31

IFNGR2
IQSEC3
ZNF66
HLA-DRA
CDHR5
OCLN
MUC6
EPHB6
NAIP

KANSL1
BDP1
SLC12A7
SCRIB

SCRIB
RAD17
GAL3ST2
ZNF707
MARVELD2




MYO15B
BNIP3
PHRF1
FRMD4B
AIM1
PON2
CELF2

NHSL2
DAAM2
GAS2L1
KANSL1L
SLC12A8
RBM47
TTC26
TSNARE1
TMEM129
E2F8
UBA6

MED19
UHRF1BP1L
KIAA1598
TMEM223
DAPL1
GXYLT2
TMEM120B
TMEM72
ARHGAP10
ANO9
SLC22A23
CCDC64B
ARHGEF37
FAM168B
MEX3A
ILVBL
C1orf226
C17orf89
PLEKHG3
ELOVL7
SSC5D
SH3PXD2B
FAM92A1
MACROD2
ZC3H12D
ALG6
PRNP
FRMD3
UBAP2
BAI2
RPS6
CEP350
EHMT2
HLA-C
CXorf23
ZNF320
NBAS
TARSL2
SMCO3
HYKK
KIAA1467
C17orf104
CCDC66
TYW5
SRGAP2
FUOM
KIAA0922
VWA8
VWA8
SBNO1
ISPD
FAM221A
FAM221A
GTPBP10
WDR91
RAB19
LCHN
MBLAC1
CTAGE15
GRID2IP
MTMR11
SH3D21
POTEF
VPS37C
TMEM189
TRAPPC13
TRAPPC13
CNOT1
CNOT1
BDP1
CCDC88B
EYA1
FOXO6
MAP1LC3B
C2orf72
FAM83G
ASPDH
HAUS7
PALM3
GAGE12H
PGP
GOLGA6B
C5orf51
SLC39A4
RCCD1
SOWAHB
HCFC1
POM121B
BPNT1
TRABD2B
ZNF316
TCAF2
Sep-08
TMEM194B
SDHAF1
NOX1
DYNLT3
IGLON5
OBSCN
MROH6
YIF1A
ZMYM3
CAPN8
TUBAL3
FBLL1
C17orf96
SMCHD1
HMX3
GATSL2
ARHGAP42
CCDC69
UNC119B
METTL15
SOWAHD
LIPT2
CCDC85C
ARID3C
RTL1
CNIH4
PTBP1

SIGLEC16
CD81
POLA1
ANXA2P2
COL6A6
Mar-11
CD9
C15orf61
USP27X

CGN
PIP5K1A
BTBD11
ANKRD36
IGFBP3
FAM127A
NRXN1
ZSWIM8
ARHGAP32
DISP2
TBKBP1
SOBP
POM121C
ZBTB8OS
ZNF839
PLEKHA2
HSPA8
EFCAB7
MANF
SFI1
ZNF785
ERI2
DDX11L8
YDJC
MLLT4
CYSRT1
RAPGEF5
ZNF850
NEURL1B
CEP78
TMEM110-MUSTN1
STRA13
CEBPZOS
ZNF724P
BBIP1
SPATA6
C17orf100
RARA
VGLL3
TSPAN4
FAM171A2
GRAP
PHF20L1
KIAA1324L
KRBA2
CEP19
MATR3
PTTG1IP
NUDT19
RAB34
PDS5B
MIF4GD
RNF185
AHRR
SRRM1
ZNF2
NAA50
MYO1G
CSNK1E
TTC28
TFEB
APOC3
HACD1
VIM
TSPO
PRR5-ARHGAP8
CYB5R3
FHAD1
MAD2L2
MBNL3
NRD1
TSPAN2
ATP1A2
PEA15
POSTN
TMEM9
ADGRL2
PALM2-AKAP2
CD58
EIF4G3
CD55
PSEN2
EXOC6
PPFIA4
ELAVL4
USF1
DEDD
YIPF6
CLK2
RPS6KA3
ADAMTSL2
HIST1H2BC
HEMK2
LOC93622
TRIM6-TRIM34
MYO9A
SMIM1
PDLIM2
PSME3
METTL8
MFAP5
ZDHHC23
PITPNB
STK33
PABPN1
SMARCE1
CTNNB1
MSI2
MARK1
VWA9
TTYH2
TMEM104
CHURC1-FNTB
USF2

C1R
MTERF1
FAM222B
PEG10
PRKD2
SIVA1
CCDC28A
RCBTB2
EFNA3
NR1H3
HNRNPC
ILF2
PARPBP
DFFB
PLXDC1
DERL1
CFB
ATP2C1
ARL16
CHCHD10
LBH
RPA3
FRMD5
EPCAM
R3HDM2
TSPAN9
MUC16
TCF7
EML3
CAPN10
GATSL3
RIC8B
PPIP5K1
ppm1m
FBXO44
WRB
YWHAZ
SGCE
TSPAN5
BTRC
hCG_2040265
PODNL1
TPCN1
PXYLP1
TCEA1
CCBL1
ZNF747
SYNCRIP
DDX27
ZNF346
TMEM161B
TMEM106A
RANBP3
NADK2
SLMAP
NAP1L1
PMS1
GPR89A
ALAD
GOLGA2
SH3GLB2
EPHA5
ITIH4
SCARB1
COX18
STK19
SEZ6L
SMARCA1
CPEB4
PCDH9
SRGAP2
MTHFD1L
CDC2L1
CBX3
EIF4E2
HSPE1
GCC2
SAMD12
EVA1A
FAM126A
FBXO36
PTMA
NAB1
SLC35F5
COQ10B
IMP4
SMARCD2
ZNF507
SPEG
DNPEP
RASGRP4
DPF1
CADPS2
NT5C3B
ARHGAP17
CUTA
C9orf172
CCDC126
TUBA8
ORAI2
UBE2E1
CCNE1
IKBKG
IQCJ-SCHIP1
MOSPD3
IMMT
NCAPH
MKRN2
PXDN
NOS1
YBX1
IGF1R
ZC3HAV1
DIAPH2
HHLA2
UMAD1
PLEKHG2
C21orf59
HDAC10
SPEG
ALDOC
TBL1XR1
SORBS2
B4GALT4
ATP1B3
RBBP7
IGSF11
SIDT2
TBL1XR1
TRAK1
DRAP1
HSPD1
TUBA4A
TUBA4A
ADCK2
CALD1
CACNA2D2
PLCD4
AAMP
YIPF1
BAG3
EWSR1
PRRT4
RNASE11
TMEM238
APEH
RBMS3
SMC4
VPS8
TUBA4A
STK25
STARD3NL
TMPRSS2
HSPD1
HSPD1
OXNAD1
C11orf95
POLR2H
IDH1
FAM195B
PPIG
ZNF878
USP4
NCOR2
SEC22A
KLHDC10
BCAP31
FUBP1
ANKRD63
SERP1
RNF182
NFIX
IGFBP1
TMEM243
B4GALT4
DUSP11
RPL22L1
TVP23B
NUDT5
ZNF621
EIF3B
NAP1L4
CTNND1
RAPH1
TTC39A
EIF4G2
PPP1R9B
TMEM128
TMEM23
LILRA6
DHRS4L2
TXNRD2
TXNRD2
ABI3BP
GPBP1
ZAK
DEK
DBN1
CLDND1
OCIAD1
DBN1
DOK3
HGFAC
CANX
FAM169A
APBB2
RBP2
PEX10
THAP6
PAQR8
ARHGAP24
ELOVL6
OTULIN
HNRNPD
DEK
SMIM14
PAQR3
CHIC2
ATG10
SEC31A
SEPP1
GNB2L1
CDV3
SDHA
SENP6
ASTE1
COL12A1
MCIDAS
ANKHD1
SLC35B1
CRHBP
RNASET2
SLAIN2
HNRNPH1
C7orf73
RBM26
MMS22L
CLASP2
FBXO16
CCNC
EBF1
PPP2R2A
CEP57L1
TRIQK
SLC36A1
MRPS28
STMN2
DUSP26
UQCRB
NPIPB11
LUZP1
RNF130
NPM1
RPL30
TBCA
RPL30
MTDH
ANXA6
ANXA6
COPS6
PPP1R2
TACC2
PROC
ICA1
RPL15
CAPG
C19orf25
PRRC2C
PTPRM
NDUFV2
TNXB
GOSR2
AP5M1
MECOM
NAA50
ZNF304
HNRNPH1
YIPF3
ACIN1
ITGB1
PRDM15
LTF
MGAM
ACSL6
TNS1
NME1
HECTD2
ZC3H18
RAB34
WDR17
MRPL22
ITGA2
MAP4K4
USP19
AIM1L
ATP7B
PCM1
ADGRL3
CFI
AFF1
SYS1
LAMP3
RBMS1
MRPL3
TCOF1
CALM1
CD36
SLCO2A1
REEP1
ITGB1
G6PD
AGAP1
EIF4G1
SSBP1
MAP2
ARHGEF4
MTA3
ERCC6-PGBD3
PCM1
MAP4
DTNB
KLC1
STAU2
CYFIP2
ANGPT2
ACTB
SPATA18
GOLGA4
CAST
PROB1
CLASP2
SALL2
Sep-10
ADAM23
CEP170
SETD5
CSTF2
Sep-10
EIF4B
YWHAZ
NACA
ALYREF
MAPK8IP1

ILKAP
MARK2

GUCY1B3
GOSR1
TNS3
MIB2
TLL1
SMC4
MYO1B
PIKFYVE
UNKL
ICA1
ANKHD1
BPTF
ZNF738
SLC9B2
STAC
DST
ITGB6
ATP11A
HBD
CUL9
KIAA1107
DENND3
VWA5B2
CCDC18
GTF2IRD1
STXBP5L
PPARG
MAP1A
SLC25A44
RPS6KA1
DNAJB6
NCAPH
MBD5
SSFA2
SP100
EPB41L2
MROH1
VPS52
RCE1
SLC44A3
MTCH2
DDHD2
CREBZF
THY1
AIM1L
DLG2
SF3B2
CYHR1
MKNK1
RPS3
SOGA3
EEF1D
FUZ
HSPA8
BCLAF1
CCDC15
PLEKHA7
PLEC
C11orf96
FOSL1
UBTF
TMEM123
PDE4DIP
NEDD8-MDP1
ADM
RBM4B
PSMC3
NPEPPS
MDK
ELMOD1
EYA4
MACF1
HSPA8
FAU
C11orf70
VPS28
LETM2
PSMC3
BIRC2
LMO7
ZNF720
PUF60
ARFGAP2
NDUFS8
RNASEH2C
HSPA8
ECE1
PARP10
RDX
CD59
ZC3H12C
ZBTB3
TPD52L1
NASP
NASP
PDZD3
PCF11
PUF60
NCAPD3
TUB
PHF1
EEF1D
FAU
LDLRAD3
CTNND1
TXNRD1
EFEMP2
FADS3
SCYL1
IFITM3
IRF7
CAST
MAF1
CHMP4A
CADPS
SEC16A
ST6GALNAC5
RPS6KA2
CSPP1
RPS3
TRRAP
NME4
KCTD10
TMEM258
ROBO3
PIK3C2B
CLUL1
WNK1
KDM4B
AKAP7
ATE1
BPTF
DNAJB11
PTMS
BRI3
DAD1
MED24
SDHAF2
ATP6V0D1
TMC5
PXN
DTL
RAP1B
TPK1
PARD3
COL21A1
SLC3A2
VAMP1
ZNF79

ANAPC5
SOX5
GNB3
TCP1
RRN3
KDM5A
KIAA1211
PIGB
HIVEP1
UBC
PLD4
MEFV
MTHFD1
KIAA1586
CIZ1
SLC39A3
PAAF1
ZIK1
NAP1L1
FXYD5
IL17RC
THBS3
SSH2
MAP3K4
TDG
HEATR5A
SYT7
CAND1
ATL3
SLC8A2
ZNF26
LDHB
TLE3
LRP6
CELF1
MICB
XRCC1
DDX19A
SIMC1
DDX39B
HLA-DMA
SLC25A14
TAB3
DKK3
TDRKH
PIK3R3
PPP3R1
MXI1
PHKG1
RTEL1-TNFRSF6B
SELK
ANKRD35
TNFRSF10A
EIF4B
BTBD6
TMBIM6
METAP2
KRT8
PCBP2
ATXN2
PRR13
ATF1
HNRNPA1
TMTC1
PRPF40B
BAZ2A
CNOT2
PCED1B
KRT8
POC1B-GALNT4
WDR90
SART3
CD63
NAP1L1
NAP1L1
NELL2
AGAP2
TSPAN31
FGD4
SPRYD3
SLC38A1
KANSL2
DCTN2
SMARCC2
GIT2
MYL6
VPS29
RGPD1
TARBP2
LETMD1
RPL6
UNC13A
PCBP2
HSP90B1
OSBPL8
ATXN2
PCBP2
EIF4B
ATP5B
PPHLN1
TROAP
MMP19
DCTN2
NAP1L1
CCDC103
KLC1
ZDHHC3
TBRG1
RIMS2
ROBO2
EML1
ITSN2
UBAP2L
GOLIM4
RPL10
ZFAT
FAM162A
FAM73A
MRE11A
TXNRD1
MYO16
ZNF181
DONSON
VEZT
SLBP
TIA1
ARMCX4
IGF2BP2
ASL
AIMP2
TCFL5
LRMP
PHF20L1
PIK3CD
L3MBTL4
PALLD
DDX31
CCT7
FRMD4A
SUSD1
ACTG2
ICA1L
SAC3D1
ARPC4-TTLL3
LMO7
C3orf17
SH3BP5
ZNF655
FLNA
MMADHC
MORN2
GRIK2
SPACIA2
PMPCB
CCAR2
SDR16C5
GSDMD
OVOL1
API5
TJP1
LOH12CR1
DENND5B
FCF1
MYL6
ACVRL1
PPFIA2
ZC3H14
TTLL5
PRRX1
SERPINA10
ATP5J2-PTCD1
MYO5A
DCAF8
KLC1
BEGAIN
BEGAIN
G2E3
HNRNPC
HNRNPC
GSTZ1
FBLN5
LTBP2
TUBB3
CTAGE5
ACTN1
ZFYVE1
FLVCR2
KLC1
CDK2
SLC26A6
FAM179B
ZNF512
CLCN4
Sep-05
PAPOLA
MST1
TIMM8B
COMP
SBF1
MAGEA11
TMPO
GPR107
USP11
SOS1
TJP1
RPL3
NRXN2
ARMC8
PLA1A
CHPF2
ARAP3
CELF1
CDC27
TDG
MYL6
CNKSR3
GSTT2B
NELFCD
GTPBP6
MPRIP
CEP170
DMD
FAM72D
ABCA3
UBR3
RBM33
FAM214A
TJP1
P4HB
DDX39B
JAZF1
PRRC2B
NCOR1
SIK3
PTPRF
IMPDH2
LARP4B
DOCK9
EPB41L2
FLNA
CIZ1
FLNA
COL12A1
PREP
HUWE1
ARFGAP3
NUP62CL
MRPL43
FARP1
GOLGA2
FNBP1
PLXNB2
FKBP10
STIM2
NNT
RAPGEF2
CTBP1
DNPH1
RAPGEF2
ANK2
TTC37
TXNDC15
SFPQ
PPIP5K2
BOD1L1
CNOT6L
NDUFAF2
PCBD2
SEC31A
KLKB1
PCDH7
GALNT7
RAPGEF2
LARP1
ZC2HC1A
PABPC1
PABPC1
SH2D4A
TACC1
CNGB3
MTDH
TSPAN18
PCM1
NRG1
MTDH
HNRNPH1
LARP1
CD47
ANP32E
SF3B2
NAP1L4
EEF1D
FNTA
TEAD1
MACF1
NLK
EIF4G2
NKAIN1
DLAT
NHSL1
SCRIB
PPP6R3
HOOK3
PLEC
ARFGAP2
LMO7
MUS81
MYCT1
EEF1D
PICALM
ZBTB44
LRP8
TAF2
SF3B2
CCDC90B
SLC3A2
MAN1B1
EIF2B1
PFAS
PPFIBP1
MPDZ
ZMYM5
HNRNPA1

GDF11
KIF21A
HOXA11

PSMA3
STON2
FERMT2
MNAT1
PSMC6
ALKBH1
TMPO
CAMTA1
HECTD1
STRN3
DUT
WDR72
ANXA2
RASGRP1
REC114
ANXA2
PSMA4
ANXA2
C9orf69
ANXA2
TLE3
PBX1
B2M
AP3S2
SHF
DMXL2
TRPM7
TJP1
SRP14
CDC42BPB
PCK2
PSME2
T
C15orf57
ANXA2
PSMA4
CINP
UACA
SPPL2A
SLTM
TYRO3
TCF12
TM2D3
CERS2
DUT
ANKHD1
LSAMP
DDX17
FAM219B
ARPP19
JMJD8
RNPS1
PHLPP2
TMEM208
ITGAX

SYT17

ZNF19
USB1
CMC2
COQ9
TUFM
TMC7
RNF40
FUS
CLN3
MTSS1L
FBXL19
CDAN1
DOK4

MACF1
ZNRF1
ZFYVE19
C15orf65
DCTN5
ZNF469
ZNF106
ATXN2L
C16orf58
KARS
ZNF106
MGA
STX16
FAM192A
SCAMP2
CMTM3
ATXN2L
ALDOA
NUDT21

GCA
SLTM
PPP6R3
ESYT2
ST7
KALRN
NCL
EWSR1
CD55
NFASC
PRAP1
CIT
TPM1
PSTK
P4HB
AP1S2
PDIA3
PPP1R7
BNIP2

NHEJ1
RBM33
DOCK10
CHD3
SF1

ITPRIPL1
RTN4R
COX10
RTN4
ACTN4
CAPN7
ANLN
BAZ2B
ANLN
BBX
ATP13A3
APOO
MORC2
NCKAP5L
TNRC6A
CCDC88A
CD99
ART4
CHD3
PRPF40A
CTDSPL
FARP2
LRRFIP2
TMEM44
ZNF142

GARS
PPAN
TEAD3
PHC3
FXR1
NT5DC2
BRAF
SF1
SND1
NDUFB2
SWI5
MRPS28
GCOM1
NCAM2
SEPN1
TNNT3
TNRC18
TMEM189-UBE2V1
hCG_1984214
RUNX2
RNF167
SMG1
CIC
SHBG
SRRM2
DPH1
ACTG1
TKFC
PAQR4
CLUH
CIC
TMEM219
RPH3AL
CEP131
TFAP4
ZC3H7A
EPN2
HOXB8
PFN1
ATPAF1
TOM1L1

ZNF232
ACTG1
ARHGAP17
NDUFAB1
KDM2A
RBBP8
METRN
NUP88
INTS2
LDLR
PI4KA
RCOR1
NOMO3
BNIP2
TPM3
TBC1D8B
OXA1L
CAMP
NELL1
GPR176
SAAL1
TET3
RGMB
CYB5B
C12orf66
NAALAD2
DNAJC4
Sep-01
GRAMD1B
SEC16A
PHKG2
SEMA4B
ZFP1
ZNF292
CLUAP1
CEP83
MUM1
HCFC1R1
KLHL28
FBRS
ANKRD46
PHACTR2
SIK3
RBM7
HCK
HECTD4
SLC3A2
PSTPIP1
MAP3K9
MRPL42
DNAJB12
ALDOA
TRABD
ANTXR2
TMEM45A
NLGN1
OLA1
TBC1D8
UNC50
CSRNP3
RELN
MTUS2
AGBL1
STRA6
SUMF2
APOL2
PLEKHA8
SYNJ1
TRIB3
ZNF525
TTC12
SPATA33
EIF4A1
CORO6
FBXL20
EIF4A1
RPL23
RPL26
SRSF1
TANC2
EIF4A1
CNDP2
CDK11B
MEP1B
SCRN2
SLC39A11
SNRPD1
TSEN54
EPN2
MRPS7
ICAM2
MICAL3
OAZ1
TANC2
YTHDC1
CNDP2
CDK11B
KIAA0040
UBBP4
ZNF207
YES1
VAMP2
CYB561
TNC
RSL1D1
TMEM138
MAST4
CCDC14
HYPK
BAG1
ZNF236
LMNB2
TMCO1
CXXC4
ARSG
CUL4B
ICOSLG
CLUH
WDR18
OLFM2
ILF3
GMIP
SPC24
ACTN4
CLTC
Sep-09
FAM210A
DAZAP1
STAT5A
EIF3K
THOP1
FOSB
PIK3C3
SMIM24
PALM3
CDC37
CDC37
RPS15
RPL27
PRKCSH
COPS3
KRT17
SEH1L
RAD23A
ZNF607
ACTG1
PGD
UBALD1
WBP2
TLE2
KRT19
RANBP3
MBD1
EIF3G
NARS
RAD23A
CYTH1
ZNF286A
ZNF570
STK11
TMEM161A
CILP2
C19orf12
HKR1
GPI
UNC13D
DAZAP1
P2RX5
LIG3
GMIP
SAFB2
TPM4
MATK

APOC4-APOC2
TMEM256
TPM4
CFD
APOC1
ZNF420
TK1
YIPF2
SAFB2
UBE2O
SBNO2
TUBB6
PSENEN
KRT17
ZNF283
EML2
DCAKD
SPC24
AQP1
RPP14
SLC35A4
ASNSD1
WIZ
DNAJB1
NUMBL
PAFAH1B3
ZNF428
EPS15L1
HSD17B14
ZNF587B
ZFP36
TUBB4A
LIPE

ZNF836
MVB12A
HNRNPM
ARHGEF1
HNRNPM
SAE1
SRRM1
KHSRP
TRIM28
RPL18A
TUBB4A
RPS16
NAPA
MRPL34
ZNF417
HNRNPUL1
FBL
C19orf44

TBC1D17
SHKBP1
SPHK2
RABAC1
CAPN12
KHSRP
DNASE2
AGPS
UBXN8
KIF2A
KIF2A
SGK1
TK2
DDX39A
PDLIM1
ACOT7
ACOT7
